day	S	E	I	R
51 	 111385.73953115613 	 138.07879913218542 	 286.72462699842316 	 661.0809202430069
52 	 111353.1473515003 	 141.53815958670268 	 293.96409875015877 	 681.869135906492
53 	 111319.77007572477 	 145.08081160636735 	 301.38074607485584 	 703.1819914104509
54 	 111285.58898916305 	 148.7085891405836 	 308.97861992041 	 725.0323165239564
55 	 111250.58497481872 	 152.42335758857436 	 316.7618492120581 	 747.4332339188907
56 	 111214.73850635574 	 156.2270138769529 	 324.73464159332394 	 770.3981653610147
57 	 111178.0296418691 	 160.1214865202874 	 332.9012840736587 	 793.940837231244
58 	 111140.43802560322 	 164.1087356396542 	 341.26614290920884 	 818.0752789078177
59 	 111101.94287127355 	 168.1907526496727 	 349.8336651509381 	 842.8158382095917
60 	 111062.52295351437 	 172.36956035175785 	 358.60837959117407 	 868.1771889084295
61 	 111022.15660276113 	 176.647213183578 	 367.594897398337 	 894.1743349627197
62 	 110980.82171230656 	 181.02579630574485 	 376.79791017123455 	 920.8226063201623
63 	 110938.49572305342 	 185.50742594165237 	 386.2221919676261 	 948.1376717967646
64 	 110895.15561489185 	 190.09424932094223 	 395.8726000361215 	 976.1355470240203
65 	 110850.77790586557 	 194.78844381227827 	 405.75407330129076 	 1004.8325976648609
66 	 110805.33864363402 	 199.59221725349173 	 415.8716338999433 	 1034.2455460851227
67 	 110758.81340046396 	 204.50780717439872 	 426.23038711149735 	 1064.3914772086814
68 	 110711.17726953015 	 209.53747898343482 	 436.835520884659 	 1095.2878445035342
69 	 110662.40485724468 	 214.68352708171727 	 447.6923066552392 	 1126.952475720572
70 	 110612.47027960494 	 219.94827365709034 	 458.80609821337856 	 1159.4035788842752
71 	 110561.34715819666 	 225.33406781374006 	 470.1823306173967 	 1192.6597482463364
72 	 110509.00861286023 	 230.84328554327075 	 481.826521691501 	 1226.7399701504407
73 	 110455.42725998607 	 236.47832848797216 	 493.7442692142006 	 1261.6636287852552
74 	 110400.57520761198 	 242.24162333850936 	 505.9412505259573 	 1297.4505120817469
75 	 110344.42404936235 	 248.13562134644462 	 518.4232231448874 	 1334.120817645763
76 	 110286.94486544693 	 254.1627948219519 	 531.1960225086918 	 1371.6951575195453
77 	 110228.1082162917 	 260.32563739680614 	 544.2655618422172 	 1410.1945644203845
78 	 110167.88413855636 	 266.62666322744394 	 557.6378312189505 	 1449.6404974585605
79 	 110106.24214777489 	 273.06840404796264 	 571.318893621043 	 1490.0548463837354
80 	 110043.15123086155 	 279.65340902898424 	 585.3148860600603 	 1531.4599380993477
81 	 109978.57984535463 	 286.3842432912144 	 599.6320168552606 	 1573.8785416270675
82 	 109912.49592277734 	 293.26348618047103 	 614.2765600367497 	 1617.3338720676204
83 	 109844.86686067913 	 300.2937302754991 	 629.2548575837687 	 1661.8495973134616
84 	 109775.65952665641 	 307.47757794616314 	 644.5733154681685 	 1707.449841426382
85 	 109704.84026192859 	 314.8176376071818 	 660.2384004162192 	 1754.1591880458736
86 	 109632.37487348342 	 322.31652489141044 	 676.2566393952301 	 1802.002687583906
87 	 109558.22864371339 	 329.97685734540516 	 692.6346140188448 	 1851.005858487682
88 	 109482.36633095062 	 337.80125212965453 	 709.3789579258114 	 1901.1946916257332
89 	 109404.75216580038 	 345.79232511365296 	 726.4963555048369 	 1952.5956561344985
90 	 109325.34986436882 	 353.9526881623958 	 743.9935313446164 	 2005.235699454019
91 	 109244.12262581162 	 362.28494670798574 	 761.8772497081139 	 2059.142252733447
92 	 109161.0331345931 	 370.7916967178601 	 780.1543116326031 	 2114.343234503632
93 	 109076.04357884153 	 379.4755174150274 	 798.8315464774807 	 2170.8670480538044
94 	 108989.11564419909 	 388.33897187184664 	 817.9158102779015 	 2228.7425886341784
95 	 108900.21052586182 	 397.38460089570265 	 837.4139785531773 	 2287.999244721868
96 	 108809.28893813025 	 406.61492077388397 	 857.3329460780083 	 2348.6668909542936
97 	 108716.31112880865 	 416.0324119035875 	 877.6796097199569 	 2410.775902262292
98 	 108621.23687464876 	 425.63952667424775 	 898.4608732496991 	 2474.3571457339076
99 	 108524.02551049169 	 435.43868149290114 	 919.6836266254624 	 2539.4419801626877
100 	 108424.63593178918 	 445.43225011755186 	 941.3547473988939 	 2606.0622587870907
101 	 108323.02660568779 	 455.62256019022954 	 963.481095198801 	 2674.2503271896417
102 	 108219.15559620896 	 466.01188286140035 	 986.0695004731988 	 2744.0390197502925
103 	 108112.98057431591 	 476.6024328762382 	 1009.1267554409155 	 2815.461658541735
104 	 108004.45883272812 	 487.39636372371825 	 1032.6596065064195 	 2888.5520509509297
105 	 107893.54731255834 	 498.3957591737173 	 1056.674741246603 	 2963.3444845182653
106 	 107780.20261610471 	 509.60262920241854 	 1081.1787829592554 	 3039.8737236715065
107 	 107664.38103281171 	 521.0189024295851 	 1106.1782780218507 	 3118.1750039688472
108 	 107546.03856167868 	 532.6464209359079 	 1131.679684518488 	 3198.2840262460145
109 	 107425.13093535921 	 544.4869335197161 	 1157.6893614938153 	 3280.236950006371
110 	 107301.61364406794 	 556.5420894572436 	 1184.213558121747 	 3364.070386584991
111 	 107175.44196624222 	 568.8134306473095 	 1211.2584000861905 	 3449.8213899617067
112 	 107046.57099914891 	 581.3023844354657 	 1238.8298759435615 	 3537.5274469675905
113 	 106914.95569251498 	 594.0102557671225 	 1266.9338227516228 	 3627.226465872383
114 	 106780.55086526928 	 606.9382231772134 	 1295.5759187183646 	 3718.956771004208
115 	 106643.3112349707 	 620.0873319770745 	 1324.7616710039051 	 3812.7570923326293
116 	 106503.19149849504 	 633.4584760352349 	 1354.496382947339 	 3908.6665357740826
117 	 106360.14634934995 	 647.0523931105253 	 1384.7851449161046 	 4006.72457969458
118 	 106214.13049310178 	 660.8696654290544 	 1415.6328313425845 	 4106.971061869139
119 	 106065.09870166166 	 674.9107061896538 	 1447.0440769378808 	 4209.4461624766145
120 	 105913.00586522758 	 689.1757491527073 	 1479.023256081195 	 4314.190383179292
121 	 105757.80703657866 	 703.6648414060498 	 1511.574466618592 	 4421.244526264082
122 	 105599.45746664605 	 718.3778347210442 	 1544.7015148850849 	 4530.649682693348
123 	 105437.91267408968 	 733.3143730363722 	 1578.4078937519764 	 4642.447196997064
124 	 105273.12850325152 	 748.4738811075987 	 1612.6967580159112 	 4756.678645280933
125 	 105105.06105997281 	 763.8555783724192 	 1647.5709488550706 	 4873.385861087722
126 	 104933.66701748046 	 779.4584251859314 	 1683.032879602547 	 4992.610797502251
127 	 104758.90341958123 	 795.2811566395302 	 1719.084609671048 	 5114.395616213539
128 	 104580.7278710642 	 811.3222536206617 	 1755.7277752267746 	 5238.782595378742
129 	 104399.09857345624 	 827.5799329082885 	 1792.9635795201839 	 5365.814113441484
130 	 104213.97436787876 	 844.0521408374718 	 1830.792778596908 	 5495.532626899554
131 	 104025.31483241559 	 860.7365425077534 	 1869.215644540645 	 5627.980620485772
132 	 103833.0803267246 	 877.6305143773963 	 1908.2319522450757 	 5763.200583190194
133 	 103637.23205854434 	 894.7311349772323 	 1947.8409573374172 	 5901.2349731161485
134 	 103437.73217583867 	 912.035171817742 	 1988.041367311045 	 6042.126167295795
135 	 103234.54383023083 	 929.5390745762356 	 2028.8313206723733 	 6185.91642592206
136 	 103027.6312048365 	 947.2389715889183 	 2070.208378092146 	 6332.647876872185
137 	 102816.95967543965 	 965.1306511004536 	 2112.1694720043274 	 6482.362423683538
138 	 102602.49579187707 	 983.209563634565 	 2154.710912784073 	 6635.101755620265
139 	 102384.20746141345 	 1001.4708021771883 	 2197.8283338179976 	 6790.907239045067
140 	 102162.06390557984 	 1019.9091075160292 	 2241.51670489452 	 6949.819941850652
141 	 101936.03586814996 	 1038.5188477274482 	 2285.770271195648 	 7111.880507004811
142 	 101706.09557629748 	 1057.2940232832818 	 2330.5825657569267 	 7277.129173826415
143 	 101472.21692150016 	 1076.2282510604102 	 2375.946357949171 	 7445.605664589858
144 	 101234.37547587765 	 1095.314764927935 	 2421.853651579536 	 7617.349169499169
145 	 100992.54861429305 	 1114.5464058235027 	 2468.295651152709 	 7792.398268248784
146 	 100746.71552550702 	 1133.9156219314445 	 2515.2627590130496 	 7970.790921549253
147 	 100496.8573927532 	 1153.4144638444398 	 2562.7445321124146 	 8152.564338622295
148 	 100242.95750669885 	 1173.0345701786678 	 2610.729647286863 	 8337.754913348312
149 	 99985.00124263678 	 1192.7671773897189 	 2659.2059189836755 	 8526.39821953149
150 	 99722.9761229183 	 1212.603119043521 	 2708.160287478932 	 8718.52896097843
151 	 99456.87200407157 	 1232.5328118069472 	 2757.5787656783746 	 8914.180851588244
152 	 99186.68110233925 	 1252.5462687265717 	 2807.446448109719 	 9113.38656754387
153 	 98912.3980913956 	 1272.633088939765 	 2857.7474825732825 	 9316.177688233254
154 	 98634.02017617162 	 1292.782468467658 	 2908.4650604260064 	 9522.584621347225
155 	 98351.54717038406 	 1312.983205833906 	 2959.581403675947 	 9732.636532637203
156 	 98064.98158099865 	 1333.2236952239427 	 3011.077747398906 	 9946.361285876132
157 	 97774.32866907626 	 1353.491938563421 	 3062.934350958492 	 10163.785358713765
158 	 97479.59653882364 	 1373.7755437453288 	 3115.1304708741163 	 10384.933782530836
159 	 97180.7961973718 	 1394.0617369975757 	 3167.6443644892706 	 10609.830066624845
160 	 96877.9416184238 	 1414.3373731192632 	 3220.4532906830705 	 10838.496123614386
161 	 96571.04982632583 	 1434.5889351612186 	 3273.5334919336087 	 11070.952203624276
162 	 96260.14092285861 	 1454.8025677768453 	 3326.860210461405 	 11307.216817999742
163 	 95945.23817645574 	 1474.9640725036784 	 3380.4076734219307 	 11547.306669614085
164 	 95626.36806195305 	 1495.058923816176 	 3434.1491097642615 	 11791.236580207786
165 	 95303.5602987362 	 1515.0722864241225 	 3488.056767604093 	 12039.019417569665
166 	 94976.84793117466 	 1534.9890221053843 	 3542.101897392374 	 12290.666025101318
167 	 94646.26732396586 	 1554.7937179465375 	 3596.2547963249026 	 12546.185153822797
168 	 94311.85822794487 	 1574.4706961495785 	 3650.4848052415455 	 12805.583389857087
169 	 93973.66379301262 	 1594.0040463742228 	 3704.760325604437 	 13068.86509218132
170 	 93631.73060294753 	 1613.3776451915517 	 3759.0488342637855 	 13336.032323595635
171 	 93286.10869178564 	 1632.575172998468 	 3813.3169155547116 	 13607.084785331888
172 	 92936.8515464586 	 1651.5801389113992 	 3867.5302954660533 	 13882.01975535308
173 	 92584.0161366869 	 1670.3759031252177 	 3921.6538550710748 	 14160.832022670413
174 	 92227.66288168749 	 1688.9457065441568 	 3975.6516844232237 	 14443.513837109202
175 	 91867.8556852289 	 1707.2726920813818 	 4029.4870950277386 	 14730.0548404824
176 	 91504.66187419204 	 1725.3399516006793 	 4083.122670637704 	 15020.442030292113
177 	 91138.15222481971 	 1743.1305422554474 	 4136.520292926457 	 15314.65969146869
178 	 90768.40089786696 	 1760.6275182388551 	 4189.641208082651 	 15612.68936287517
179 	 90395.48543492504 	 1777.8139601913517 	 4242.446058222827 	 15914.50978016321
180 	 90019.48670546894 	 1794.6730062278198 	 4294.894939112359 	 16220.096839977421
181 	 89640.4888464342 	 1811.1878839374913 	 4346.947461529392 	 16529.423567014812
182 	 89258.57922073005 	 1827.3419535108758 	 4398.5627870885055 	 16842.460076560932
183 	 88873.84835842103 	 1843.1187404083119 	 4449.699686603043 	 17159.173542277473
184 	 88486.38987226276 	 1858.501960532807 	 4500.316618235945 	 17479.52817734277
185 	 88096.30039522583 	 1873.47555758812 	 4550.371780715681 	 17803.485206353893
186 	 87703.67948597537 	 1888.0237364930458 	 4599.823184616676 	 18131.002855152346
187 	 87308.62954373077 	 1902.1310021248257 	 4648.628713306297 	 18462.03633627407
188 	 86911.25570305172 	 1915.7821989090364 	 4696.746193110116 	 18796.5378444081
189 	 86511.66574707592 	 1928.96253115443 	 4744.133459794625 	 19134.456556341385
190 	 86109.96996655434 	 1941.6576106725022 	 4790.748455401238 	 19475.73862746994
191 	 85706.28106887384 	 1953.853477759719 	 4836.5492795208875 	 19820.32721051941
192 	 85300.71404284463 	 1965.5366444838871 	 4881.494271374777 	 20168.162465390476
193 	 84893.3860344252 	 1976.6941225535854 	 4925.542086402112 	 20519.181578976728
194 	 84484.41621052481 	 1987.3134536129505 	 4968.65177664226 	 20873.31879068533
195 	 84073.92560910924 	 1997.382742995235 	 5010.782873037384 	 21230.505426274933
196 	 83662.03701289128 	 2006.8906847621295 	 5051.895453583337 	 21590.669930975135
197 	 83248.87478433533 	 2015.8265929265042 	 5091.950231777678 	 21953.73791481098
198 	 82834.56475643064 	 2024.1804194206522 	 5130.9086114443635 	 22319.632189036878
199 	 82419.23397177592 	 2031.9427997424268 	 5168.732821364742 	 22688.272846774787
200 	 82003.01060764758 	 2039.1050585755916 	 5205.385945534642 	 23059.577302068625
201 	 81586.02381758716 	 2045.6592309857624 	 5240.831997854409 	 23433.460352410777
202 	 81168.4035294883 	 2051.598088935456 	 5275.036016063095 	 23809.834260205917
203 	 80750.28029399631 	 2056.915159216271 	 5307.964130280638 	 24188.60881789712
204 	 80331.78510909816 	 2061.6047365444538 	 5339.583632825773 	 24569.69144046229
205 	 79913.04925570954 	 2065.66190118883 	 5369.863051069365 	 24952.987239345952
206 	 79494.20412426122 	 2069.082526297562 	 5398.772212209436 	 25338.399123771058
207 	 79075.38104661713 	 2071.863291150106 	 5426.282310098112 	 25725.827888741973
208 	 78656.71112469901 	 2074.0016876215213 	 5452.365966326518 	 26115.172318870686
209 	 78238.32506267687 	 2075.4960273392176 	 5476.997291749923 	 26506.329287504377
210 	 77820.35299841374 	 2076.3454400078754 	 5500.151936802477 	 26899.1938766411
211 	 77402.92433784223 	 2076.549880363292 	 5521.807151426412 	 27293.65947567011
212 	 76986.16759363125 	 2076.110120265999 	 5541.941825641438 	 27689.61791004214
213 	 76570.2102206863 	 2075.0277521343182 	 5560.536543601689 	 28086.959548279116
214 	 76155.1784642675 	 2073.305176088339 	 5577.573612808994 	 28485.573437498904
215 	 75741.19719870282 	 2070.9455992397834 	 5593.03711386133 	 28885.34741566375
216 	 75328.38978751579 	 2067.953016943692 	 5606.912919057482 	 29286.168251596166
217 	 74916.87792590407 	 2064.332209209394 	 5619.188735296257 	 29687.921763190232
218 	 74506.78151433457 	 2060.08871743627 	 5629.854111140016 	 30090.49296001724
219 	 74098.21850929831 	 2055.2288359073814 	 5638.900470412303 	 30493.766167479407
220 	 73691.30481101724 	 2049.7595855582713 	 5646.321107936613 	 30897.625169595667
221 	 73286.15409837806 	 2043.6887098583952 	 5652.111236933022 	 31301.953330789693
222 	 72882.87776768352 	 2037.024630806164 	 5656.267942416744 	 31706.633747744978
223 	 72481.58478165307 	 2029.7764386226722 	 5658.790213726232 	 32111.549378182415
224 	 72082.38155659163 	 2021.9538700424025 	 5659.678946487413 	 32516.58317343659
225 	 71685.371915375 	 2013.5672663173136 	 5658.936891231165 	 32921.61821884876
226 	 71290.6569163688 	 2004.6275661182995 	 5656.568699212445 	 33326.53786612733
227 	 70898.33483902704 	 1995.1462611264183 	 5652.580850091004 	 33731.22586447737
228 	 70508.50106687286 	 1985.1353735269424 	 5646.981655411764 	 34135.566496645464
229 	 70121.24800011367 	 1974.6074283089108 	 5639.781243398305 	 34539.444709211464
230 	 69736.66505694861 	 1963.5754090384241 	 5630.991484595096 	 34942.74622986556
231 	 69354.83852553883 	 1952.0527405130929 	 5620.626012730169 	 35345.35771192084
232 	 68975.85158755882 	 1940.053246334746 	 5608.700140574593 	 35747.16683732981
233 	 68599.7842417323 	 1927.5911187128947 	 5595.230835677307 	 36148.0624476102
234 	 68226.71324198176 	 1914.6808883912797 	 5580.236688439533 	 36547.93466769444
235 	 67856.71213979732 	 1901.3373869946693 	 5563.737820733296 	 36946.674992595545
236 	 67489.8511701206 	 1887.575717728431 	 5545.755882213915 	 37344.17643451107
237 	 67126.19730327331 	 1873.4112189039074 	 5526.313961671862 	 37740.333596017386
238 	 66765.8142111785 	 1858.8594308470813 	 5505.436539149362 	 38135.042784823134
239 	 66408.7622316071 	 1843.9360641470962 	 5483.149440168341 	 38528.2021270462
240 	 66055.09844293863 	 1828.6569674845468 	 5459.479742232849 	 38919.71161812233
241 	 65704.87658822653 	 1813.0380932874332 	 5434.455744185358 	 39309.47326372751
242 	 65358.147132003694 	 1797.0954710657577 	 5408.106880903737 	 39697.39113494083
243 	 65014.95730569512 	 1780.8451796565894 	 5380.463644234069 	 40083.37142965407
244 	 64675.351079127584 	 1764.3033048168018 	 5351.5575454143245 	 40467.32258104548
245 	 64339.36920481289 	 1747.48591567993 	 5321.4210341181115 	 40849.15531779603
246 	 64007.049266318776 	 1730.4090445645197 	 5290.087415539515 	 41228.78271882523
247 	 63678.425704544614 	 1713.088655260353 	 5257.590789138187 	 41606.120279984156
248 	 63353.52986105486 	 1695.5406169427256 	 5223.9659766943205 	 41981.085968752785
249 	 63032.390030828356 	 1677.7806740151375 	 5189.248454162176 	 42353.60026979439
250 	 62715.03150091706 	 1659.8244311071426 	 5153.474287154347 	 42723.58622581477
251 	 62401.47661993573 	 1641.687323926987 	 5116.68003583612 	 43090.969492325494
252 	 62091.74484118199 	 1623.3846036876294 	 5078.902711479321 	 43455.6783535441
253 	 61785.8527897573 	 1604.9313116955852 	 5040.179696291128 	 43817.643760855295
254 	 61483.814320141144 	 1586.342263418309 	 5000.548681188395 	 44176.79935339518
255 	 61185.64058294712 	 1567.6320306806924 	 4960.047594634684 	 44533.081480261615
256 	 60891.340095797015 	 1548.8149236064066 	 4918.714535077163 	 44886.42921526184
257 	 60600.91881099979 	 1529.9049760284156 	 4876.587709141692 	 45236.78436562799
258 	 60314.380200760024 	 1510.9159289260276 	 4833.705357153668 	 45584.09147785066
259 	 60031.72526416198 	 1491.8612298227686 	 4790.105748226589 	 45928.29783620846
260 	 59752.95270673233 	 1472.7540020907102 	 4745.827029852251 	 46269.35346431075
261 	 59478.058906037004 	 1453.6070527648274 	 4700.90726135048 	 46607.21111823668
262 	 59207.038089543705 	 1434.4328478269417 	 4655.384278506604 	 46941.82626875128
263 	 58939.88231914958 	 1415.2435171430363 	 4609.295711649461 	 47273.157093762515
264 	 58676.58162648853 	 1396.0508384099714 	 4562.678888924771 	 47601.164455793776
265 	 58417.12409086176 	 1376.866234270684 	 4515.570792118444 	 47925.81187111489
266 	 58161.49584166952 	 1357.700771480823 	 4468.008054287371 	 48247.06551051298
267 	 57909.68123882504 	 1338.5651507246637 	 4420.026855001837 	 48564.89413382015
268 	 57661.662872976565 	 1319.4697060098024 	 4371.662918490759 	 48879.26909215153
269 	 57417.42165556439 	 1300.4244074656838 	 4322.951473655001 	 49190.164275036404
270 	 57176.93695158568 	 1281.4388537458124 	 4273.92717512413 	 49497.55606419442
271 	 56940.18660935872 	 1262.5222719695773 	 4224.624101004423 	 49801.423306081546
272 	 56707.14697907135 	 1243.6835231512453 	 4175.075765822098 	 50101.74727496933
273 	 56477.79307020885 	 1224.9310955907138 	 4125.315022090981 	 50398.5116205587
274 	 56252.09858150691 	 1206.2731171056407 	 4075.3740686214305 	 50691.70231748579
275 	 56030.03598635882 	 1187.7173495409684 	 4025.2844064942024 	 50981.307629431525
276 	 55811.57659213767 	 1169.2712020982804 	 3975.076830903972 	 51267.31804462645
277 	 55596.69062734897 	 1150.9417296990157 	 3924.78139310001 	 51549.72622839426
278 	 55385.34724219571 	 1132.7356315192476 	 3874.4274202688343 	 51828.52700416924
279 	 55177.51469942829 	 1114.659260002767 	 3824.0434549852334 	 52103.71721418233
280 	 54973.16031765876 	 1096.718625872239 	 3773.6572747015966 	 52375.29575164629
281 	 54772.250583235655 	 1078.9194069888283 	 3723.295867413391 	 52643.263464355856
282 	 54574.751210426075 	 1061.2669562476228 	 3672.9854167590124 	 52907.623101510355
283 	 54380.627186216334 	 1043.7663032522487 	 3622.7513018217983 	 53168.37926743638
284 	 54189.84283915963 	 1026.4221606019191 	 3572.6180911332367 	 53425.538352449934
285 	 54002.361900820935 	 1009.2389348143345 	 3522.609535612605 	 53679.10846754896
286 	 53818.14753742973 	 992.2207303876958 	 3472.748568267321 	 53929.09940899827
287 	 53637.16242393459 	 975.3713604142649 	 3423.0573012499744 	 54175.52257660429
288 	 53459.368800432676 	 958.69435447144 	 3373.5570295565253 	 54418.39090569643
289 	 53284.72845295093 	 942.1929564326252 	 3324.2682304304412 	 54657.71888913077
290 	 53113.202872876805 	 925.8701512754081 	 3275.210569380039 	 54893.52238503382
291 	 52944.753190898984 	 909.7286541006347 	 3226.4028992609815 	 55125.8186947603
292 	 52779.34032171183 	 893.7709358298748 	 3177.8632762678444 	 55354.6263764996
293 	 52616.9249046883 	 877.9992128172976 	 3129.608954595774 	 55579.96532032932
294 	 52457.4674456891 	 862.4154732234961 	 3081.6564112665287 	 55801.856555206316
295 	 52300.928255885374 	 847.0214664855649 	 3034.0213363815005 	 56020.32233042083
296 	 52147.26758517067 	 831.8187318143279 	 2986.718663229794 	 56235.3859235793
297 	 51996.44556466774 	 816.8085859956587 	 2939.7625573618566 	 56447.07172122256
298 	 51848.42232911766 	 801.9921510822148 	 2893.1664527154967 	 56655.405032618924
299 	 51703.157965561935 	 787.3703431425565 	 2846.9430386628455 	 56860.41216528611
300 	 51560.61262222873 	 772.9438981998044 	 2801.1043002585893 	 57062.120249918036
301 	 51420.746465456315 	 758.7133627722634 	 2755.661504561725 	 57260.55730659902
302 	 51283.51977473565 	 744.6791184215225 	 2710.625242612857 	 57455.752083235806
303 	 51148.8929056366 	 730.8413726850326 	 2666.0054166952305 	 57647.73411443772
304 	 51016.82637391113 	 717.2001821486203 	 2621.8112844467714 	 57836.53357022896
305 	 50887.28082715865 	 703.7554443607703 	 2578.051441468308 	 58022.181309860665
306 	 50760.217089990896 	 690.5069154117049 	 2534.733859895386 	 58204.708780495246
307 	 50635.59621120705 	 677.4542217779924 	 2491.8659091678323 	 58384.147937417016
308 	 50513.379490861524 	 664.596866724759 	 2449.454372097128 	 58560.53119449485
309 	 50393.52840692091 	 651.9342093366957 	 2407.5054373265307 	 58733.891526034095
310 	 50276.00468364069 	 639.4654871269254 	 2366.0247288969135 	 58904.26234622516
311 	 50160.77036050553 	 627.1898437810005 	 2325.017334483957 	 59071.67738422206
312 	 50047.78775917411 	 615.1063173601186 	 2284.4878098474283 	 59236.17072454503
313 	 49937.01949096449 	 603.2138447080731 	 2244.4401940114726 	 59397.77678000796
314 	 49828.428488993166 	 591.5112680501097 	 2204.8780356547763 	 59556.53022659033
315 	 49721.97801777439 	 579.9973374587079 	 2165.8044112022126 	 59712.46597328042
316 	 49617.63168025706 	 568.6707252226247 	 2127.221930370285 	 59865.61913512397
317 	 49515.353431072195 	 557.5300296055224 	 2089.132755444069 	 60016.024996941116
318 	 49415.10758470646 	 546.5737748482745 	 2051.5386208601417 	 60163.71898556763
319 	 49316.8588279233 	 535.8004188845432 	 2014.440851148068 	 60308.736631776745
320 	 49220.57222480546 	 525.2083544084192 	 1977.8403754761093 	 60451.113549623245
321 	 49126.213226396074 	 514.7959185719801 	 1941.7377432513954 	 60590.88540150469
322 	 49033.747673080994 	 504.56139481856343 	 1906.1331316331825 	 60728.087886432535
323 	 48943.14180724326 	 494.5030188806281 	 1871.0263758694693 	 60862.756691043156
324 	 48854.36227283299 	 484.6189795819824 	 1836.416970524394 	 60994.927487998386
325 	 48767.37612461449 	 474.90742534926267 	 1802.3040955537172 	 61124.63589415142
326 	 48682.150829705446 	 465.36646724905734 	 1768.6866247277537 	 61251.91745754757
