day	S	E	I	R
325 	 35549.16939229657 	 131.73585822995722 	 592.137307497612 	 75896.18098164482
326 	 35526.348387154685 	 128.14822328821037 	 576.346002922415 	 75937.2787658646
327 	 35504.14102420661 	 124.65699034444104 	 560.9614850512562 	 75977.25973001822
328 	 35482.530735781795 	 121.25964129065684 	 545.9740427307606 	 76016.15267103752
329 	 35461.50139057656 	 117.953719592727 	 531.3741547648887 	 76053.98569795623
330 	 35441.03728361142 	 114.7368291036531 	 517.1524886508735 	 76090.7862444035
331 	 35421.12312562991 	 111.60663283170369 	 503.29989911020743 	 76126.58108190593
332 	 35401.74403069365 	 108.56085149315884 	 489.80742614456375 	 76161.39633568384
333 	 35382.88551127068 	 105.5972629357369 	 476.6662941716437 	 76195.25749100365
334 	 35364.533463316206 	 102.71370022696799 	 463.8679093503951 	 76228.18941268361
335 	 35346.674158373906 	 99.90805069888854 	 451.4038582056433 	 76260.21635532303
336 	 35329.29423049598 	 97.17825435845472 	 439.2659044946244 	 76291.36198110544
337 	 35312.380674893495 	 94.52230371939973 	 427.4459889892425 	 76321.64936153402
338 	 35295.92082725566 	 91.93824128884371 	 415.9362243923222 	 76351.10100570948
339 	 35279.9023689648 	 89.42416015500775 	 404.7288965659883 	 76379.73885329909
340 	 35264.31330206251 	 86.97820070227344 	 393.81645813765414 	 76407.58430924933
341 	 35249.141959225286 	 84.59855193941583 	 383.1915308342596 	 76434.65823014788
342 	 35234.376977201035 	 82.28344805519694 	 372.84689807720923 	 76460.98096163657
343 	 35220.00730248569 	 80.03116912499671 	 362.7755066568418 	 76486.57233035364
344 	 35206.022178281484 	 77.8400392214509 	 352.9704621523177 	 76511.45166344494
345 	 35192.41112885834 	 75.70842443946339 	 343.4250250391596 	 76535.63781007004
346 	 35179.16396434965 	 73.63473378100011 	 334.13261054785835 	 76559.14913586296
347 	 35166.27077236212 	 71.61741807932863 	 325.08678585307086 	 76582.00353520898
348 	 35153.7219040294 	 69.65496788117224 	 316.28126616852853 	 76604.21845121388
349 	 35141.50797149895 	 67.74591282564865 	 307.70991308552345 	 76625.81088049967
350 	 35129.619838817925 	 65.88882067048803 	 299.3667316643062 	 76646.79738620114
351 	 35118.04861719402 	 64.08229623454922 	 291.2458681791853 	 76667.19410601731
352 	 35106.78565535347 	 62.32498021342333 	 283.3416067411611 	 76687.01676641524
353 	 35095.82254255266 	 60.615550051804426 	 275.6483694667588 	 76706.28067857723
354 	 35085.151085332 	 58.952716869984954 	 268.1607070979615 	 76725.00077410047
355 	 35074.76331756417 	 57.33522631814813 	 260.8733034562408 	 76743.19158964053
356 	 35064.65148781058 	 55.76185666143506 	 253.78096997382877 	 76760.86728693852
357 	 35054.8080542044 	 54.23141796618892 	 246.87864382259738 	 76778.04166062296
358 	 35045.22567897062 	 52.74275182343042 	 240.1613847284568 	 76794.72814715179
359 	 35035.89722316943 	 51.2947304845325 	 233.62437265399345 	 76810.9398332508
360 	 35026.8157414584 	 49.88625592261806 	 227.26290554423102 	 76826.6894643441
361 	 35017.974476368996 	 48.51625903975283 	 221.07239654826483 	 76841.98945384905
362 	 35009.36685317083 	 47.18369898358556 	 215.0483714546906 	 76856.8518915596
363 	 35000.98647845706 	 45.88756290256342 	 209.18646801381075 	 76871.28854598379
364 	 34992.82712926053 	 44.62686434183521 	 203.48243060779862 	 76885.31088216131
